id	title
OSD-469	Transcriptomic analysis of the interaction between FLOWERING LOCUS T induction and photoperiodic signaling in response to spaceflight
OSD-47	Rodent Research-1 (RR1) National Lab Validation Flight: Mouse liver transcriptomic, proteomic, epigenomic and histology data
OSD-470	Draft genome sequence of Klebsiella quasipneumoniae subsp. similipneumoniae strain IF3SW-P1 isolated from the International Space Station
OSD-471	Spaceflight-Induced Bone Loss Alters Failure Mode and Reduces Bending Strength in Murine Spinal Segments from Bion-M1
OSD-476	Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration
OSD-477	Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats (Femur - microCT, three-point bending, histomorphometry)
OSD-478	Altered rodent gait characteristics after ~35 days in orbit aboard the International Space Station
OSD-479	The impact of deep space radiation on cognitive performance: From biological sex to biomarkers to countermeasures (Elevated Plus Maze, Novel Object Recognition, Open Field, Radial Arm Water Maze, and Three Chamber Social Isolation/Interaction)
OSD-48	Rodent Research-1 (RR1) NASA Validation Flight: Mouse liver transcriptomic, proteomic, epigenomic and histology data
OSD-480	Plant Gravity Perception (PGP) Flight Study
OSD-481	New insights into the role of lncRNA after spaceflight
OSD-483	small-RNA sequencing of sEV isolated from plasma of astronauts
OSD-484	Astronauts plasma-derived exosomes induced gene expression in AC16 cells
OSD-485	Changes of Gene Expression in Euglena gracilis Obtained During the 29th DLR Parabolic Flight Campaign
OSD-486	Fifteen days of microgravity causes growth in calvaria of mice (STS-131)
OSD-487	The Maleth Program: Malta’s first space mission discoveries on the microbiome of diabetic foot ulcers
OSD-488	Characterizing SERCA Function in Murine Skeletal Muscles after 35-37 Days of Spaceflight from RR-1 and RR-9 (calcium uptake and Western blot in soleus and tibialis anterior)
OSD-489	Quantifying Cancellous Bone Structural Changes in Microgravity: Axial Skeleton Results from the RR-1 Mission
OSD-49	Multi-omic investigations of mouse liver subjected to simulated spaceflight freezing and storage protocols
OSD-490	Elevated plus-maze performance of Fischer-344 rats as a function of age and of exposure to 56Fe particles
OSD-492	Effects of heavy particle irradiation and diet on object recognition memory in rats
OSD-496	The SOG1 transcriptional activator and the MyB3R family of repressors control a complex gene network in response to DNA damage in Arabidopsis [SOG1 ChIP-seq]
OSD-497	Fungal Diversity associated with space-craft assembly facility (SAF)
OSD-498	The SOG1 transcriptional activator and the MYB3R family of repressors control a complex gene network in response to DNA damage in Arabidopsis [RNA-seq gIR vs mock wt]
OSD-5	Transcription profiling of activated human T cells induced by microgravity to identify apoptotic genes and other immune response genes
OSD-50	Evaluation of in vitro macrophage differentiation during space flight
OSD-500	Altered Quorum Sensing and Physiology of Staphylococcus aureus During Spaceflight Detected by Multi-omics Data Analysis (BRIC-23: Secretomics)
OSD-502	The SOG1 transcriptional activator and the MYB3R family of repressors control a complex gene network in response to DNA damage in Arabidopsis [RNA-seq myb3r135 vs wt]
OSD-505	Quantitative proteomic analytic approaches to identify metabolic changes in the medial prefrontal cortex of rats exposed to space radiation
OSD-506	Transcriptional profiling of spleens from mice flown on the RR-23 mission
OSD-508	The SOG1 transcriptional activator and the MYB3R family of repressors control a complex gene network in response to DNA damage in Arabidopsis [RNA-seq t vs t0]
OSD-509	A CRISPR-based assay for the study of eukaryotic DNA repair onboard the International Space Station.
OSD-51	Woman skeletal muscle transcriptome with bed rest and countermeasures.
OSD-510	The SOG1 transcriptional activator and the MYB3R family of repressors control a complex gene network in response to DNA damage in Arabidopsis [RNA-seq DREMmodel]
OSD-511	Transcriptional profiling of mammary glands from mice flown on the RRRM-1 mission
OSD-512	Transcriptional profiling of adrenal glands from mice flown on the RR-23 mission
OSD-513	Transcriptional profiling of kidneys from mice flown on the RR-23 mission
OSD-514	Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster
OSD-515	Transcriptional profiling of thymus from mice flown on the RR-23 mission
OSD-516	Modeling cellular responses to serum and vitamin D in microgravity using a human kidney microphysiological system
OSD-518	Opposing influences of TAC1 and LAZY1 on Lateral Shoot Orientation in Arabidopsis
OSD-519	PUCHI represses early meristem formation in developing lateral roots of Arabidopsis thaliana
OSD-52	Expression data from SPHINX (SPaceflight of Huvec: an INtegrated eXperiment)
OSD-520	Changes in DNA Methylation in Arabidopsis thaliana Plants Exposed Over Multiple Generations to Gamma Radiation
OSD-522	Integrative Transcriptomics and Proteomics Profiling of Arabidopsis thaliana Elucidates Novel Mechanisms Underlying Spaceflight Adaptation
OSD-524	Ionizing radiation induces transgenerational effects of DNA methylation in zebrafish
OSD-525	Transcriptional profiling of cerebellums from mice flown on the RR-23 mission
OSD-528	Development of an Inexpensive 3D Clinostat and Comparison with Other Microgravity Simulators using Mycobacterium marinum
OSD-53	Spaceflight Modulates Gene Expression in Astronauts
OSD-530	Cell-free RNA analysis of plasma samples collected from six astronauts in JAXA Cell-Free Epigenome (CFE) Study
OSD-531	Identification of gravitropic response indicator genes in Arabidopsis inflorescence stems
OSD-532	Space flight mouse plasma cell-free RNA sequencing in Mouse Habitat Unit-1 (MHU-1)
OSD-536	Gene expression profiling for spaceflight induced-neuroinflammation in the mouse brain
OSD-539	Transcriptomic response of bioengineered human cartilage to parabolic flight microgravity is sex-dependent
OSD-54	Immune responses to the in vitro LPS assault engineered in the spaceflight multi-omics study
OSD-540	Ten-day human unilateral lower limb suspension and active recovery in young healthy men
OSD-542	Effects of 14 days of confinement on blood gene expression profiles in men
OSD-545	Expression of miRNA, lncRNA and mRNA in human lymphoblastoid TK6 cells under simulated microgravity after ionizing radiation
OSD-546	SCD – Stem Cell Differentiation Toward Osteoblast Onboard the International Space Station
OSD-547	Whole gene expression data from osteocyte-like cell line MLO-Y4 under large gradient high magnetic field (LG-HMF)
OSD-548	Balancing apelin and angiotensin-II signaling to reduce heart injury during weightlessness
OSD-55	microRNA expression profiles in human peripheral blood lymphocytes cultured in modeled microgravity
OSD-554	Characterization of Biofilm Formation, Growth, and Gene Expression on Different Materials and Environmental Conditions in Microgravity (Gene expression of Pseudomonas aeruginosa biofilms)
OSD-557	Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress related damage in the murine retina (RR-9)
OSD-56	Gene expression profiling of human peripheral blood lymphocytes cultured in modeled microgravity
OSD-561	Bulk RNA sequencing and spatially resolved transcriptional profiling of cerebellums from mice flown on the RRRM-2 mission
OSD-562	Bulk RNA sequencing and spatially resolved transcriptional profiling of hippocampi from mice flown on the RRRM-2 mission
OSD-563	Bulk RNA sequencing and spatially resolved transcriptional profiling of cerebellums from mice flown on the RR-10 mission
OSD-564	Bulk RNA sequencing and spatially resolved transcriptional profiling of hippocampi from mice flown on the RR-10 mission
OSD-565	Utilizing the KSC Fixation Tube to Conduct Human-Tended Plant Biology Experiments on a Suborbital Spaceflight
OSD-566	Sexual Dimorphism during Integrative Endocrine and Immune Responses to Ionizing Radiation in Mice -- Adrenal data
OSD-568	Characterization of mouse ocular responses (Microscopy) to a 35-day (RR-9) spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations
OSD-569	Whole Blood Measurements from the SpaceX Inspiration4 Mission (RNA-seq, epitranscriptome, WGS, clonal hematopoiesis, CBC)
OSD-57	RNA-Seq analysis identifies potential modulators of gravity response in Ceratopteris spores: Evidence for modulation by calcium pumps and apyrase activity
OSD-570	SpaceX Inspiration4 PBMC Profiling: snRNA-seq, snATAC-seq, and T-cell and B-cell repertoire profiling
OSD-571	SpaceX Inspiration4 Plasma Profiling: Proteomics, EVPs, Metabolomics, cfDNA Sequencing and cfRNA Sequencing
OSD-572	SpaceX Inspiration4 Oral, Nasal, and Skin Metagenomic and Metatranscriptomic Microbial Swabs
OSD-573	SpaceX Inspiration4 Dragon Capsule Metagenomic and Metatranscriptomic Microbial Swabs
OSD-574	SpaceX Inspiration4 Deltoid Skin and Microbiome Data: Spatial Transcriptomics (NanoString GeoMx), Metageomics, and Metatranscriptomics
OSD-575	SpaceX Inspiration4 Blood Serum Metabolic Panel and Immune/Cardiac Cytokine Arrays (Comprehensive Metabolic Panel and Multiplex)
OSD-576	Transcriptional profiling of tibialis anterior muscle from mice flown on the RR-23 mission
OSD-58	Genes Required for Survival in Microgravity Revealed by Genome-Wide Yeast Deletion Collections Cultured during Spaceflight
OSD-580	Transcriptional profiling of heart tissue from mice flown on the RRRM-2 mission
OSD-581	A molecular study of Italian ryegrass grown on Martian regolith simulant
OSD-582	Resequencing of select microbial isolates from the International Space Station with the Nanopore MinION
OSD-583	Characterization of mouse ocular responses (intraocular pressure) to a 35-day (RR-9) spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations
OSD-59	RNA-Seq transcriptome analysis of reactive oxygen species gene network in Mizuna plants grown in long-term space flight
OSD-590	First transcriptome profiling of D. melanogaster after development in a deep underground low radiation background laboratory
OSD-591	Effects of low-dose oxygen ions and protons on cardiac function and structure in male C57BL/6J mice (western blot, histology, and immunohistochemistry)
OSD-592	Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster (Immunohistochemistry)
OSD-594	Advancing the automation of plant nucleic acid extraction for rapid diagnosis of plant diseases in space
OSD-595	Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster
OSD-596	Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster (Behavior, Climbing)
OSD-599	Transcriptomic Effects on the Mouse Heart Following 30 Days on the International Space Station.
OSD-6	Transcription profiling of rat keratinocytes exposed to a 56Fe ion beam
OSD-60	Exposure of zebrafish larvae to relative microgravity between 5-6 days post-fertilization
OSD-608	Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats (Tibia - pQCT)
OSD-609	Drosophila parasitoids go to space: Unexpected and differential effects of spaceflight on hosts and their parasitoids - Wasp Leptopilina heterotoma 14 data
OSD-61	Effect of a 91 day long stay in weightlessness on the International Space Station on mouse skin physiology
OSD-610	Drosophila parasitoids go to space: Unexpected and differential effects of spaceflight on hosts and their parasitoids - Wasp Leptopilina boulardi 17 data
OSD-611	Postsynaptic density radiation signature following space irradiation
OSD-612	Bulk RNA sequencing and single nuclei transcriptomics and epigenomics of brain tissue from mice flown on the RR-10 mission
OSD-613	Bulk RNA sequencing and single nuclei transcriptomics and epigenomics of brain tissue from mice flown on the RRRM-2 mission
OSD-615	Glycome profiling and immunohistochemistry uncover changes in cell walls of Arabidopsis thaliana roots during spaceflight: Advanced Plant EXperiment (APEX) 03-1 Raw Dataset
OSD-616	Influence of Sex Hormones on Nervous System and Musculoskeletal Health in Micro and Martian Fractional Gravity in Rat Analogues (Force Plate; Soleus)
OSD-617	Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats (Estrous Cycle Monitoring)
OSD-618	Combined space stressors induce independent behavioral deficits predicted by early peripheral blood monocytes (Behavioral Assays)
OSD-62	Molecular mechanism of flocculation self-recognition in yeast and its role in mating and survival
OSD-622	Microgravity effects on leaf morphology, cell structure, carbon metabolism and mRNA expression of dwarf wheat
OSD-625	Single-molecule long-read methylation profiling reveals regional DNA methylation regulated by Elongator Complex Subunit 2 in Arabidopsis roots experiencing spaceflight
OSD-627	Characterization of Biofilm Formation, Growth, and Gene Expression on Different Materials and Environmental Conditions in Microgravity (Morphology of Pseudomonas aeruginosa biofilms)
OSD-628	Characterization of Biofilm Formation, Growth, and Gene Expression on Different Materials and Environmental Conditions in Microgravity (Morphology of Penicillium rubens biofilms)
OSD-63	Transcription profiling of rat response to changes in developmental stage - 3 types of tissue, 3 gravity conditions, 2 developmental conditions
OSD-630	SpaceX Inspiration4 Stool Metagenome Profiling
OSD-635	Spaceflight effects on human vascular smooth muscle cell phenotype and function
OSD-64	Microbial Observatory (ISS-MO): Molecular characterization of Bacillus issensis sp. nov. isolated from various quarters of the International Space Station
OSD-640	Combined space stressors induce independent behavioral deficits predicted by early peripheral blood monocytes (flow cytometry)
OSD-65	Microbial Observatory (ISS-MO): Microbial diversity
OSD-652	Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats (Grip; force transducer)
OSD-653	Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats (Tibia; pQCT)
OSD-654	Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target (Tibia, RR9 and HLU, MicroCT and DXA Scanning)
OSD-656	SpaceX Inspiration4 Urine Inflammation Panel (Multiplex, NULISAseq)
OSD-658	Simulated Galactic Cosmic Ray Exposure Activates Dose-Dependent DNA Repair Response and Downregulates Glucosinolate Pathway in Arabidopsis Seedlings
OSD-660	Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target (Tibialis Anterior, RR9, Western Blot)
OSD-661	Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target (Lumbar Spine, HLS, DXA Scanning)
OSD-662	Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target (Soleus, RR1, RR9, RR18, Bion-M1, HLU/HLS, Western Blot, Histology, and Muscle Contractility)
OSD-663	Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target (Femur, RR9 and HLS, DXA Scanning and Western Blot)
OSD-664	Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target (Extensor Digitorum Longus, BION-M1, Western blot)
OSD-665	Transcriptional profiling of right extensor digitorum longus muscle from mice flown on the RR-23 mission
OSD-666	Transcriptional profiling of right quadriceps femoris muscle from mice flown on the RR-23 mission
OSD-667	Transcriptional profiling of colon from mice flown on the RR-10 mission
OSD-67	Microbial Observatory (ISS-MO): Study of BSL-2 bacterial isolates from the International Space Station
OSD-670	CI Asteroid Regolith as an In Situ Plant Growth Medium for Space Crop Production
OSD-678	Light has a principal role in the Arabidopsis transcriptomic response to the spaceflight environment
OSD-679	Head-Down Tilt As a Model for Intracranial and Intraocular Pressures, and Retinal Changes during Spaceflight (Eye, MRI, Optical Coherence Tomography, Tonometry, A-scan)
OSD-68	Microbial Observatory (ISS-MO): Draft Genome Sequence of two Aspergillus fumigatus Strains Isolated from the International Space Station
OSD-680	Head-Down Tilt As a Model for Intracranial and Intraocular Pressures, and Retinal Changes during Spaceflight (Optic Nerve, MRI)
OSD-681	Head-Down Tilt As a Model for Intracranial and Intraocular Pressures, and Retinal Changes during Spaceflight (Subcutaneous Tissue and Subdural Space, Body Temperature and Intracranial Pressure Biotelemetry)
OSD-682	Spaceflight-Induced Gene Expression Profiles in the Mouse Brain Are Attenuated by Treatment with the Antioxidant BuOE - Cornu Ammonis 1
OSD-683	Response of Staphylococcus aureus physiology and Agr quorum sensing to low shear modelled microgravity
OSD-684	Human skeletal muscle tissue chip autonomous payload reveals changes in fiber type and metabolic gene expression due to spaceflight.
OSD-685	Spaceflight-Induced Gene Expression Profiles in the Mouse Brain Are Attenuated by Treatment with the Antioxidant BuOE - Dentate Gyrus
OSD-686	Impact of spaceflight and artificial gravity on sulfur metabolism in mouse liver: sulfur metabolomic and transcriptomic analysis
OSD-687	SpaceX Inspiration4 T-Cell Histone Modification Profiling (H3K4me1, H3K4me3, H3K27ac)
OSD-689	Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight
OSD-69	Microbial Observatory (ISS-MO): Indoor microbiome study of the International Space Station surfaces
OSD-690	Nrf2 alleviates spaceflight-induced immunosuppression and thrombotic microangiopathy in mice
OSD-691	Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment (Soleus muscle from RR-18, Western Blot and ATPase Assays)
OSD-694	Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station (ISS)
OSD-698	Spaceflight-Induced Gene Expression Profiles in the Mouse Brain Are Attenuated by Treatment with the Antioxidant BuOE - Frontal Cortex
OSD-699	Spaceflight-Induced Gene Expression Profiles in the Mouse Brain Are Attenuated by Treatment with the Antioxidant BuOE - Cerebral Cortex
OSD-7	The Arabidopsis spaceflight transcriptome: a comparison of whole plants to discrete root, hypocotyl and shoot responses to the orbital environment
OSD-70	Environmental and facility conditions promote singular gravity responses of transcriptome during Drosophila metamorphosis
OSD-701	Exposure to elevated relative humidity in laboratory chambers alters fungal gene expression in dust from the International Space Station (ISS)
OSD-702	Effects of 32 Days Aboard the ISS on Quadricep Tendon Nanomechanics (Quadricep femoris tendon, RR-1 and Atomic Force Microscopy)
OSD-71	Immediate Transcriptional Changes in Response to High Dose Radiation Exposure
OSD-714	Lunar gravity prevents skeletal muscle atrophy but not myofiber type shift in mice
OSD-715	Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations - Proteomics data
OSD-718	Effects of 32 Days Aboard the ISS on Gastrocnemius Tendon Nanomechanics (Gastrocnemius tendon, RR-1 and Atomic Force Microscopy)
OSD-719	Sexual Dimorphism during Integrative Endocrine and Immune Responses to Ionizing Radiation in Mice -- Blood data
OSD-72	Space environmental factor impacts upon murine colon microbiota and mucosal homeostasis
OSD-720	Long-lasting sex-specific alteration in left ventricular cardiac transcriptome following gamma and simGCRsim radiation
OSD-722	Impact of modeled microgravity stress on innate immunity in a beneficial animal-microbe symbiosis
OSD-723	Substrate Matters: Ionic Silver Alters Lettuce Growth, Nutrient Uptake, and Root Microbiome in a Hydroponics System
OSD-728	Simulated microgravity triggers a membrane adaptation to stress in E. coli REL606
OSD-73	Transcriptome Profiles in Normal Human Bronchial Epithelial Cells after Exposure to gamma-rays and different HZE particles
OSD-734	The International Space Station Has a Unique and Extreme Microbial and Chemical Environment Driven by Use Patterns
OSD-738	Effects of Space Flight on Inflammasome Activation in the Brain of Mice (Brain, Western Blot and ECLIA)
OSD-74	Densely Ionizing Radiation Effects on the Microenvironment Promote Aggressive Trp53 Null Mammary Carcinomas
OSD-742	Metagenome profiling of feces from mice flown on the RRRM-1 mission
OSD-75	MicroRNA expression of C. elegans in space environment
OSD-751	Effects of Space Flight on Inflammasome Activation in the Brain of Mice (Cortex; ECLIA)
OSD-752	Effects of Space Flight on Inflammasome Activation in the Brain of Mice (Hippocampus; ECLIA)
OSD-76	Zebrafish larvae submitted to simulated microgravity on a clinostat (CLINO) at 5dpf for one day
OSD-770	Transcriptional profiling of soleus muscle from mice flown on the RR-23 mission
OSD-771	Transcriptional profiling of kidney tissue from mice flown on the Rodent Research Reference Mission-2 (RRRM-2)
OSD-772	PH-04 Chile Peppers in Space
OSD-776	The impact of deep space radiation on cognitive performance: From biological sex to biomarkers to countermeasures (Flow Cytometry, Blood)
OSD-777	The impact of deep space radiation on cognitive performance: From biological sex to biomarkers to countermeasures; (Flow Cytometry, Microglia)
OSD-778	The impact of deep space radiation on cognitive performance: From biological sex to biomarkers to countermeasures (Flow Cytometry, Synapse from Hippocampus)
OSD-78	Transcription profiling of human MCF10A cells subjected to ionizing radiation and treatment with transforming growth factor beta-1
OSD-781	Skeletal muscle-on-a-chip in microgravity as a platform for regeneration modeling and drug screening - myoblast data
OSD-782	Multi-omics profiling reveals ethylene signalling as a key pathway underlying both genetic and epigenetic responses to low-dose ionizing radiation in Arabidopsis
OSD-783	Multidirectional effect of low-intensity electrical myostimulation on gene expression and phenotype in thigh and calf muscles after one week of disuse - soleus data
OSD-784	Multidirectional effect of low-intensity electrical myostimulation on gene expression and phenotype in thigh and calf muscles after one week of disuse - vastus lateralis data
OSD-787	Skeletal muscle-on-a-chip in microgravity as a platform for regeneration modeling and drug screening - vastus lateralis data
OSD-788	Impact of simulated microgravity on the growth and proteomic profile of Enterobacter cloacae
OSD-79	Murine microenvironment metaprofiles associate with human cancer etiology and intrinsic subtypes
OSD-792	Transcriptomic analysis of embryonic mouse hypothalamic N38 cells exposed to high-energy protons and/or simulated microgravity.
OSD-793	Mission SpaceX CRS-16 RRRM-1 space flight induced skin genomic plasticity via an epigenetic trigger
OSD-794	Characterization of Spacesuit Associated Microbial Communities and Their Implications for NASA Missions.
OSD-8	Gravitational and magnetic field variations synergize to cause subtle variations in the global transcriptional state of Arabidopsis in vitro callus cultures
OSD-80	Response of mammary tissue to high-LET HZE particle (Silicon ions) radiation or low-LET gamma-rays
OSD-804	37-Day microgravity exposure in 16-Week female C57BL/6J mice during the NASA Rodent Research 1 mission is associated with bone loss specific to weight-bearing skeletal sites (femur and vertebrae, micro computed tomography)
OSD-809	Effects of an anaerobic membrane bioreactor upset event on nitrogen speciation and microbial community in a downstream phototrophic membrane bioreactor
OSD-81	Bacillus subtilis strains at low-pressure: 5 kPa versus 101 kPa growth
OSD-810	RNA-seq analysis in simulated microgravity unveils down-regulation of the beta-rhizobial siderophore phymabactin.
OSD-811	Space microgravity increases expression of genes associated with proliferation and differentiation in human cardiac spheres
OSD-812	Simulated microgravity impairs human NK cell cytotoxic activity against space radiation-relevant leukemic cells.
OSD-813	Impact of near continuous low dose rate neutron irradiation on pregnancy outcomes in mice.
OSD-82	Microbial monitoring in the ISS-Kibo
OSD-825	Evaluating sex-specific responses to western diet across the lifespan: impact on cardiac function and transcriptomic signatures in C57BL/6J mice at 530 and 640/750 days of age
OSD-83	Comparative Transcriptomic Analysis of Adult Medaka Tissues Sampled after Adaptation to a Space Environment
OSD-832	Effects of 5-Ion Beam Irradiation and Hindlimb Unloading on Metabolic Pathways in Plasma and Brain of Behaviorally Tested WAG/Rij Rats - Plasma data
OSD-833	Effects of 5-Ion Beam Irradiation and Hindlimb Unloading on Metabolic Pathways in Plasma and Brain of Behaviorally Tested WAG/Rij Rats - Hippocampus data
OSD-834	Effects of 5-Ion Beam Irradiation and Hindlimb Unloading on Metabolic Pathways in Plasma and Brain of Behaviorally Tested WAG/Rij Rats - Cortex data
OSD-835	Effects of 5-Ion Beam Irradiation and Hindlimb Unloading on Metabolic Pathways in Plasma and Brain of Behaviorally Tested WAG/Rij Rats
OSD-836	Effects of photon irradiation in the presence and absence of hindlimb unloading on the behavioral performance and metabolic pathways in the plasma of Fischer rats
OSD-837	Effects of 5-ion 6-beam sequential irradiation in the presence and absence of hindlimb or control hindlimb unloading on behavioral performances and plasma metabolic pathways of Fischer 344 rats
OSD-84	Biomolecule Sequencer
OSD-840	Unraveling the ceRNA Network: Insights into PI3K-AKT Pathway in Irradiated Mouse Thymus [miRNA]
OSD-85	Transcriptomic response of Drosophila melanogaster pupae developed in hypergravity
OSD-855	Apollo 17 Challenge System - Seed Germination (Cabbage, Brussel Sprouts, Radish and Lettuce)
OSD-856	Effect of varying amounts of simulated lunar soil batch #005 upon growth of lettuce explants
OSD-86	A study of alterations DNA epigenetic modifiincations (5mC and 5hmC) influenced by simulated microgravity in human lymphoblastoid cells
OSD-863	Effects of microgravity on human iPSC-derived neural organoids on the International Space Station - cortical organoids
OSD-867	Impact of spaceflight on gene expression in cultured human mesenchymal stem/stromal cell
OSD-87	Spaceflight effects on the mouse retina: Histological, gene expression and epigenetic changes after flight on STS-135
OSD-871	Effects of microgravity on human iPSC-derived neural organoids on the International Space Station - dopaminergic organoids
OSD-876	Zfp697 is an RNA-binding protein that regulates skeletal muscle inflammation and remodeling
OSD-877	Element content of seedlings from seed and liverwort plant tissue in Apollo 15 and Apollo 16 post-flight biomedical evaluations (MMP 21243, MMP 21242)
OSD-88	Age and Space Irradiation Modulate Tumor Progression: Implications for Carcinogenesis Risk
OSD-880	Zfp697 is an RNA-binding protein that regulates skeletal muscle inflammation and remodeling - Zfp697 skeletal muscle knockout RNA-Seq of unloading-reloading protocol
OSD-881	Life long effects of radiation and high fat diet on the mouse right ventricular tissue
OSD-883	Analysis of Vegetable Seedlings Grown in Contact with Apollo 14 Lunar Surface Fines
OSD-89	Proton Irradiation Impacts Age Driven Modulations of Cancer Progression Influenced by Immune System Transcriptome Modifications from Splenic Tissue
OSD-9	Response of human lymphoblastoid cells to activated medium
OSD-90	RNA-seq analysis of mycobacteria stress response to microgravity
OSD-91	A study of gene expression influenced by simulated microgravity in human lymphoblastoid cells
OSD-92	Response of the EPI-200 human 3-D skin model to high and low doses of protons
OSD-93	Gene expression profiles of irradiated lung tissue in three mouse strains
OSD-94	DNA copy number analysis from mice with radiation-induced acute myeloid leukemia
OSD-95	A Molecular Genetic Basis Explaining Altered Bacterial Behavior in Space
OSD-96	The development of Drosophila melanogaster during space flight
OSD-97	Gene-expression profiling of Saccharomyces cerevisiae irradiated by high-LET radiations
OSD-98	Rodent Research-1 (RR1) NASA Validation Flight: Mouse adrenal gland transcriptomic, proteomic, and epigenomic data
OSD-99	Rodent Research-1 (RR1) NASA Validation Flight: Mouse extensor digitorum longus muscle transcriptomic and epigenomic data
